
{'date': 'Junior September Early', 'grade': 'Pre-OP', 'name': 'Aster Sho', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic July Late', 'grade': 'G3', 'name': 'Ibis Summer Dash', 'racetrack': 'Niigata', 'direction': '?', 'terrain': 'Turf', 'distance': 1000, 'race-type': 'Short', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic July Late', 'grade': 'G3', 'name': 'Queen Stakes', 'racetrack': 'Sapporo', 'direction': 'right', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic August Early', 'grade': 'G3', 'name': 'Elm Stakes', 'racetrack': 'Sapporo', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1700, 'race-type': 'Mile', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic August Early', 'grade': 'G3', 'name': 'Kokura Kinen', 'racetrack': 'Kokura', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic August Early', 'grade': 'G3', 'name': 'Leopard Stakes', 'racetrack': 'Niigata', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1800, 'race-type': 'Mile', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic August Early', 'grade': 'G3', 'name': 'Sekiya Kinen', 'racetrack': 'Niigata', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic August Late', 'grade': 'G3', 'name': 'Keeneland Cup', 'racetrack': 'Sapporo', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic August Late', 'grade': 'G3', 'name': 'Kitakyushu Kinen', 'racetrack': 'Kokura', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Early', 'grade': 'G3', 'name': 'Keisei Hai Autumn Handicap', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Early', 'grade': 'G3', 'name': 'Niigata Kinen', 'racetrack': 'Niigata', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Early', 'grade': 'G3', 'name': 'Shion Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Late', 'grade': 'G3', 'name': 'Sirius Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Dirt', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Early', 'grade': 'G3', 'name': 'Fukushima Kinen', 'racetrack': 'Fukushima', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Early', 'grade': 'G3', 'name': 'Miyako Stakes', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1800, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Early', 'grade': 'G3', 'name': 'Musashino Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Late', 'grade': 'G3', 'name': 'Keihan Hai', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Early', 'grade': 'G3', 'name': 'Capella Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1200, 'race-type': 'Short', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Early', 'grade': 'G3', 'name': 'Challenge Cup', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Early', 'grade': 'G3', 'name': 'Chunichi Shimbun Hai', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Early', 'grade': 'G3', 'name': 'Turquoise Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior January Early', 'grade': 'G3', 'name': 'Aichi Hai', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior January Early', 'grade': 'G3', 'name': 'Kyoto Kimpai', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior January Early', 'grade': 'G3', 'name': 'Nakayama Kimpai', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior January Late', 'grade': 'G3', 'name': 'Negishi Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1400, 'race-type': 'Short', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior January Late', 'grade': 'G3', 'name': 'Silk Road Stakes', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior February Early', 'grade': 'G3', 'name': 'Tokyo Shimbun Hai', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior February Late', 'grade': 'G3', 'name': 'Diamond Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 3400, 'race-type': 'Long', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior February Late', 'grade': 'G3', 'name': 'Hankyu Hai', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior February Late', 'grade': 'G3', 'name': 'Kokura Daishoten', 'racetrack': 'Kokura', 'direction': 'right', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior February Late', 'grade': 'G3', 'name': 'Kyoto Umamusume Stakes', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior March Early', 'grade': 'G3', 'name': 'Nakayama Umamusume Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior March Early', 'grade': 'G3', 'name': 'Ocean Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior March Late', 'grade': 'G3', 'name': 'March Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1800, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior April Early', 'grade': 'G3', 'name': 'Antares Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1800, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior April Early', 'grade': 'G3', 'name': 'Lord Derby Challenge Trophy', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior April Late', 'grade': 'G3', 'name': 'Fukushima Umamusume Stakes', 'racetrack': 'Fukushima', 'direction': 'right', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior May Early', 'grade': 'G3', 'name': 'Niigata Daishoten', 'racetrack': 'Niigata', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior May Late', 'grade': 'G3', 'name': 'Heian Stakes', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1900, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior June Early', 'grade': 'G3', 'name': 'Epsom Cup', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior June Early', 'grade': 'G3', 'name': 'Mermaid Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior June Early', 'grade': 'G3', 'name': 'Naruo Kinen', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior June Late', 'grade': 'G3', 'name': 'Hakodate Sprint Stakes', 'racetrack': 'Hakodate', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior July Early', 'grade': 'G3', 'name': 'CBC Sho', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior July Early', 'grade': 'G3', 'name': 'Hakodate Kinen', 'racetrack': 'Hakodate', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior July Early', 'grade': 'G3', 'name': 'Procyon Stakes', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1400, 'race-type': 'Short', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior July Early', 'grade': 'G3', 'name': 'Tanabata Sho', 'racetrack': 'Fukushima', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior July Late', 'grade': 'G3', 'name': 'Chukyo Kinen', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior July Late', 'grade': 'G3', 'name': 'Ibis Summer Dash', 'racetrack': 'Niigata', 'direction': '?', 'terrain': 'Turf', 'distance': 1000, 'race-type': 'Short', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior July Late', 'grade': 'G3', 'name': 'Queen Stakes', 'racetrack': 'Sapporo', 'direction': 'right', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior August Early', 'grade': 'G3', 'name': 'Elm Stakes', 'racetrack': 'Sapporo', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1700, 'race-type': 'Mile', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior August Early', 'grade': 'G3', 'name': 'Kokura Kinen', 'racetrack': 'Kokura', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior August Early', 'grade': 'G3', 'name': 'Sekiya Kinen', 'racetrack': 'Niigata', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior August Late', 'grade': 'G3', 'name': 'Keeneland Cup', 'racetrack': 'Sapporo', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior August Late', 'grade': 'G3', 'name': 'Kitakyushu Kinen', 'racetrack': 'Kokura', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior September Early', 'grade': 'G3', 'name': 'Keisei Hai Autumn Handicap', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior September Early', 'grade': 'G3', 'name': 'Niigata Kinen', 'racetrack': 'Niigata', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior September Late', 'grade': 'G3', 'name': 'Sirius Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Dirt', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Early', 'grade': 'G3', 'name': 'Fukushima Kinen', 'racetrack': 'Fukushima', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Early', 'grade': 'G3', 'name': 'Miyako Stakes', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1800, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Early', 'grade': 'G3', 'name': 'Musashino Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior November Late', 'grade': 'G3', 'name': 'Keihan Hai', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Early', 'grade': 'G3', 'name': 'Capella Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Dirt', 'distance': 1200, 'race-type': 'Short', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Early', 'grade': 'G3', 'name': 'Challenge Cup', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Early', 'grade': 'G3', 'name': 'Chunichi Shimbun Hai', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior December Early', 'grade': 'G3', 'name': 'Turquoise Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Junior November Early', 'grade': 'G2', 'name': 'Daily Hai Junior Stakes', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Junior November Early', 'grade': 'G2', 'name': 'Keio Hai Junior Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic March Early', 'grade': 'G2', 'name': "Fillies' Revue", 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic March Early', 'grade': 'G2', 'name': 'Tulip Sho', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic March Early', 'grade': 'G2', 'name': 'Yayoi Sho', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic March Late', 'grade': 'G2', 'name': 'Spring Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic April Early', 'grade': 'G2', 'name': 'New Zealand Trophy', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic April Late', 'grade': 'G2', 'name': 'Aoba Sho', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic April Late', 'grade': 'G2', 'name': 'Flora Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic May Early', 'grade': 'G2', 'name': 'Kyoto Shimbun Hai', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Classic August Late', 'grade': 'G2', 'name': 'Sapporo Kinen', 'racetrack': 'Sapporo', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Early', 'grade': 'G2', 'name': 'Centaur Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Early', 'grade': 'G2', 'name': 'Prix Niel', 'racetrack': 'Longchamp', 'direction': 'right', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Early', 'grade': 'G2', 'name': 'Rose Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Late', 'grade': 'G2', 'name': 'All Comers', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Late', 'grade': 'G2', 'name': 'Kobe Shimbun Hai', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic September Late', 'grade': 'G2', 'name': 'St. Lite Kinen', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic October Early', 'grade': 'G2', 'name': 'Fuchu Umamusume Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic October Early', 'grade': 'G2', 'name': 'Kyoto Daishoten', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic October Early', 'grade': 'G2', 'name': 'Mainichi Okan', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic October Late', 'grade': 'G2', 'name': 'Fuji Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic October Late', 'grade': 'G2', 'name': 'Swan Stakes', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic November Early', 'grade': 'G2', 'name': 'Copa Republica Argentina', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2500, 'race-type': 'Long', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Early', 'grade': 'G2', 'name': 'Stayers Stakes', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 3600, 'race-type': 'Long', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Classic December Late', 'grade': 'G2', 'name': 'Hanshin Cup', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior January Early', 'grade': 'G2', 'name': 'Nikkei Shinshun Hai', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior January Late', 'grade': 'G2', 'name': 'American JCC', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior January Late', 'grade': 'G2', 'name': 'Tokai Stakes', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Dirt', 'distance': 1800, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior February Early', 'grade': 'G2', 'name': 'Kyoto Kinen', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior February Late', 'grade': 'G2', 'name': 'Nakayama Kinen', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Winter', 'daytime': '?', 'fans': '?'}
{'date': 'Senior March Early', 'grade': 'G2', 'name': 'Kinko Sho', 'racetrack': 'Chukyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior March Late', 'grade': 'G2', 'name': 'Hanshin Daishoten', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 3000, 'race-type': 'Long', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior March Late', 'grade': 'G2', 'name': 'Nikkei Sho', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2500, 'race-type': 'Long', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior April Early', 'grade': 'G2', 'name': 'Hanshin Umamusume Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior April Late', 'grade': 'G2', 'name': 'Milers Cup', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior May Early', 'grade': 'G2', 'name': 'Keio Hai Spring Cup', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior May Late', 'grade': 'G2', 'name': 'Meguro Kinen', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 2500, 'race-type': 'Long', 'season': 'Spring', 'daytime': '?', 'fans': '?'}
{'date': 'Senior August Late', 'grade': 'G2', 'name': 'Sapporo Kinen', 'racetrack': 'Sapporo', 'direction': 'right', 'terrain': 'Turf', 'distance': 2000, 'race-type': 'Medium', 'season': 'Summer', 'daytime': '?', 'fans': '?'}
{'date': 'Senior September Early', 'grade': 'G2', 'name': 'Centaur Stakes', 'racetrack': 'Hanshin', 'direction': 'right', 'terrain': 'Turf', 'distance': 1200, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior September Early', 'grade': 'G2', 'name': 'Prix Foy', 'racetrack': 'Longchamp', 'direction': 'right', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior September Late', 'grade': 'G2', 'name': 'All Comers', 'racetrack': 'Nakayama', 'direction': 'right', 'terrain': 'Turf', 'distance': 2200, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior October Early', 'grade': 'G2', 'name': 'Fuchu Umamusume Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior October Early', 'grade': 'G2', 'name': 'Kyoto Daishoten', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 2400, 'race-type': 'Medium', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior October Early', 'grade': 'G2', 'name': 'Mainichi Okan', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1800, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior October Late', 'grade': 'G2', 'name': 'Fuji Stakes', 'racetrack': 'Tokyo', 'direction': 'left', 'terrain': 'Turf', 'distance': 1600, 'race-type': 'Mile', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
{'date': 'Senior October Late', 'grade': 'G2', 'name': 'Swan Stakes', 'racetrack': 'Kyoto', 'direction': 'right', 'terrain': 'Turf', 'distance': 1400, 'race-type': 'Short', 'season': 'Fall', 'daytime': '?', 'fans': '?'}
